METADATA:,,,,,,,,,,
Block Runtime,Experiment Seed,Subject,,,,,,,,
ESQ,2602.934826,,Other_response,6.1,Experience Sampling Questions,1,5644637,,Marker Started at 4,Movie Task
ESQ,2602.935705,,Distracting_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2606.435025,,Distracting_response,7,Experience Sampling Questions,1,5644637,,Marker Started at 7,Movie Task
ESQ,2606.435978,,Problem_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2612.01691,,Problem_response,3.3,Experience Sampling Questions,1,5644637,,Marker Started at 5,Movie Task
ESQ,2612.017839,,Detailed_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2615.80099,,Detailed_response,2.1,Experience Sampling Questions,1,5644637,,Marker Started at 5,Movie Task
ESQ,2615.802006,,Knowledge_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2626.284644,,Knowledge_response,7.8,Experience Sampling Questions,1,5644637,,Marker Started at 6,Movie Task
ESQ,2626.285621,,Modality_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2632.334576,,Modality_response,2.3,Experience Sampling Questions,1,5644637,,Marker Started at 6,Movie Task
ESQ,2632.33554,,Deliberate_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2635.216557,,Deliberate_response,3,Experience Sampling Questions,1,5644637,,Marker Started at 3,Movie Task
EXPERIMENT DATA:,Movie Task,,,,,,,,,
Start Time,2635.236535,,,,,,,,,
Movie Task Start,2635.236578,,,,Movie Task,1,5644637,,,
Movie Init,2649.190889,,,,Movie Task,1,5644637,,,
Movie Start,2649.190964,,,,Movie Task,1,5644637,,,
Movie End,2806.861199,,,,Movie Task,1,5644637,,,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,2806.873871,,,,,,,,,
ESQ,2809.806941,,Intrusive_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2818.311278,,Intrusive_response,1,Experience Sampling Questions,1,5644637,,Marker Started at 9,Movie Task
ESQ,2818.312287,,Other_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2822.961194,,Other_response,1,Experience Sampling Questions,1,5644637,,Marker Started at 5,Movie Task
ESQ,2822.962111,,Modality_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2830.277317,,Modality_response,1.3,Experience Sampling Questions,1,5644637,,Marker Started at 4,Movie Task
ESQ,2830.278329,,Past_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2833.577618,,Past_response,1.2,Experience Sampling Questions,1,5644637,,Marker Started at 4,Movie Task
ESQ,2833.578622,,Future_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2834.627322,,Future_response,5,Experience Sampling Questions,1,5644637,,Marker Started at 5,Movie Task
ESQ,2834.628252,,Self_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2836.660324,,Self_response,1,Experience Sampling Questions,1,5644637,,Marker Started at 3,Movie Task
ESQ,2836.661255,,Distracting_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2840.093917,,Distracting_response,1,Experience Sampling Questions,1,5644637,,Marker Started at 3,Movie Task
ESQ,2840.094929,,Emotion_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2842.793869,,Emotion_response,8,Experience Sampling Questions,1,5644637,,Marker Started at 8,Movie Task
ESQ,2842.794739,,Deliberate_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2848.360231,,Deliberate_response,3,Experience Sampling Questions,1,5644637,,Marker Started at 10,Movie Task
ESQ,2848.36134,,Knowledge_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2856.293702,,Knowledge_response,10,Experience Sampling Questions,1,5644637,,Marker Started at 6,Movie Task
ESQ,2856.294671,,Absorption_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2861.827124,,Absorption_response,5.8,Experience Sampling Questions,1,5644637,,Marker Started at 9,Movie Task
ESQ,2861.828046,,Focus_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2865.959795,,Focus_response,1.3,Experience Sampling Questions,1,5644637,,Marker Started at 4,Movie Task
ESQ,2865.9608,,Detailed_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2870.843125,,Detailed_response,9.7,Experience Sampling Questions,1,5644637,,Marker Started at 2,Movie Task
ESQ,2870.844143,,Problem_start,,Experience Sampling Questions,1,5644637,,,Movie Task
ESQ,2876.142812,,Problem_response,1.5,Experience Sampling Questions,1,5644637,,Marker Started at 6,Movie Task
EXPERIMENT DATA:,Finger Tapping Task,,,,,,,,,
Start Time,2888.48313,,,,,,,,,
Finger Tapping Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,2992.989828,,,,,,,,,
ESQ,2997.084513,,Absorption_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3018.738634,,Absorption_response,1.4,Experience Sampling Questions,1,5644637,,Marker Started at 3,Finger Tapping Task
ESQ,3018.739665,,Deliberate_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3023.771785,,Deliberate_response,9.7,Experience Sampling Questions,1,5644637,,Marker Started at 9,Finger Tapping Task
ESQ,3023.772755,,Intrusive_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3030.737776,,Intrusive_response,1.5,Experience Sampling Questions,1,5644637,,Marker Started at 5,Finger Tapping Task
ESQ,3030.738725,,Focus_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3034.23828,,Focus_response,2,Experience Sampling Questions,1,5644637,,Marker Started at 2,Finger Tapping Task
ESQ,3034.238567,,Modality_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3038.254826,,Modality_response,1.1,Experience Sampling Questions,1,5644637,,Marker Started at 6,Finger Tapping Task
ESQ,3038.255093,,Self_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3043.254492,,Self_response,5,Experience Sampling Questions,1,5644637,,Marker Started at 2,Finger Tapping Task
ESQ,3043.255423,,Other_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3046.254377,,Other_response,1,Experience Sampling Questions,1,5644637,,Marker Started at 3,Finger Tapping Task
ESQ,3046.255333,,Distracting_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3051.520206,,Distracting_response,1.7,Experience Sampling Questions,1,5644637,,Marker Started at 9,Finger Tapping Task
ESQ,3051.52126,,Knowledge_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3058.870698,,Knowledge_response,3.8,Experience Sampling Questions,1,5644637,,Marker Started at 5,Finger Tapping Task
ESQ,3058.871022,,Past_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3062.087192,,Past_response,1.7,Experience Sampling Questions,1,5644637,,Marker Started at 6,Finger Tapping Task
ESQ,3062.088091,,Future_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3064.72044,,Future_response,1.5,Experience Sampling Questions,1,5644637,,Marker Started at 4,Finger Tapping Task
ESQ,3064.721371,,Problem_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3068.437353,,Problem_response,7,Experience Sampling Questions,1,5644637,,Marker Started at 7,Finger Tapping Task
ESQ,3068.437954,,Detailed_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3081.31963,,Detailed_response,5.6,Experience Sampling Questions,1,5644637,,Marker Started at 9,Finger Tapping Task
ESQ,3081.320651,,Emotion_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3086.736337,,Emotion_response,5.3,Experience Sampling Questions,1,5644637,,Marker Started at 2,Finger Tapping Task
EXPERIMENT DATA:,Finger Tapping Task,,,,,,,,,
Start Time,3086.752821,,,,,,,,,
Finger Tapping Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,5644637,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,5644637,,,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,3203.752541,,,,,,,,,
ESQ,3206.066212,,Absorption_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3213.231924,,Absorption_response,5.3,Experience Sampling Questions,1,5644637,,Marker Started at 7,Finger Tapping Task
ESQ,3213.23297,,Deliberate_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3216.915947,,Deliberate_response,7.2,Experience Sampling Questions,1,5644637,,Marker Started at 4,Finger Tapping Task
ESQ,3216.917031,,Past_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3222.014956,,Past_response,6.7,Experience Sampling Questions,1,5644637,,Marker Started at 2,Finger Tapping Task
ESQ,3222.015956,,Self_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3225.499086,,Self_response,5.7,Experience Sampling Questions,1,5644637,,Marker Started at 2,Finger Tapping Task
ESQ,3225.500101,,Distracting_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3229.282762,,Distracting_response,2.2,Experience Sampling Questions,1,5644637,,Marker Started at 9,Finger Tapping Task
ESQ,3229.283755,,Future_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3233.048755,,Future_response,4,Experience Sampling Questions,1,5644637,,Marker Started at 4,Finger Tapping Task
ESQ,3233.049749,,Intrusive_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3236.080691,,Intrusive_response,4.2,Experience Sampling Questions,1,5644637,,Marker Started at 7,Finger Tapping Task
ESQ,3236.081618,,Other_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3238.698252,,Other_response,1.6,Experience Sampling Questions,1,5644637,,Marker Started at 5,Finger Tapping Task
ESQ,3238.699254,,Emotion_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3247.397816,,Emotion_response,5.2,Experience Sampling Questions,1,5644637,,Marker Started at 2,Finger Tapping Task
ESQ,3247.398842,,Modality_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3250.181599,,Modality_response,1.5,Experience Sampling Questions,1,5644637,,Marker Started at 3,Finger Tapping Task
ESQ,3250.18263,,Detailed_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3253.847796,,Detailed_response,5,Experience Sampling Questions,1,5644637,,Marker Started at 5,Finger Tapping Task
ESQ,3253.84891,,Knowledge_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3256.864967,,Knowledge_response,8.6,Experience Sampling Questions,1,5644637,,Marker Started at 7,Finger Tapping Task
ESQ,3256.865898,,Problem_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3259.714691,,Problem_response,10,Experience Sampling Questions,1,5644637,,Marker Started at 8,Finger Tapping Task
ESQ,3259.715066,,Focus_start,,Experience Sampling Questions,1,5644637,,,Finger Tapping Task
ESQ,3262.481232,,Focus_response,6,Experience Sampling Questions,1,5644637,,Marker Started at 6,Finger Tapping Task
EXPERIMENT DATA:,GoNoGo Task,,,,,,,,,
Start Time,3262.497171,,,,,,,,,
gonogo START,3262.497208,,,,GoNoGo Task,1,5644637,,,
Go/NoGo Initialized,3296.08013,,,,GoNoGo Task,1,5644637,,,
Stimulus start,3297.153488,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3298.414144,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3299.471837,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3300.230377,FALSE,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3301.304834,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3302.313627,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3302.866115,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3303.630495,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3304.44142,,,,GoNoGo Task,1,5644637,,Type: NoGo,
Stimulus end,3305.447455,TRUE,,,GoNoGo Task,1,5644637,,Type: NoGo,
Stimulus start,3306.010639,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3307.013495,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3307.571214,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3308.330252,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3309.395451,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3310.647044,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3311.469801,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3312.730203,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3313.782395,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3314.546351,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3315.355266,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3316.613257,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3317.420813,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3318.180119,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3318.982979,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3319.996745,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3320.80514,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3321.813035,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3322.624974,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3323.630574,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3324.689974,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3325.696491,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3326.762968,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3328.029953,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3328.840368,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3330.096624,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3330.904339,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3331.662768,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3332.721396,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3333.979546,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3334.785494,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3335.796311,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3336.353594,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3337.612583,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3338.194377,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3338.946291,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3339.511658,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3340.762504,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3341.823079,,,,GoNoGo Task,1,5644637,,Type: NoGo,
Stimulus end,3342.82939,TRUE,,,GoNoGo Task,1,5644637,,Type: NoGo,
Stimulus start,3343.381942,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3344.145937,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3345.199292,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3346.462526,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3347.520506,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3348.52935,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3349.085724,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3349.845298,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3350.655476,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3351.912208,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus start,3352.972163,,,,GoNoGo Task,1,5644637,,Type: NoGo,
Stimulus end,3353.979101,TRUE,,,GoNoGo Task,1,5644637,,Type: NoGo,
Stimulus start,3355.036051,,,,GoNoGo Task,1,5644637,,Type: Go,
Stimulus end,3356.045564,noResponse,,,GoNoGo Task,1,5644637,,Type: Go,
